No,Codigo,Descripcion,dai,isc,ispc,isv,nivel,nivel-padre,padre,partida
3787,3822.13.00.00,- - Para la determinación de los grupos o de los factores sanguíneos,0.00,0.00,0.00,0.00,10,3,3822.1,"- - Para la determinación de los grupos o de los factores sanguíneos | - Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits: | Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, excepto los de la partida 30.06; materiales de referencia certificados"
3788,3822.19.00.00,- - Los demás,0.00,0.00,0.00,0.00,10,3,3822.1,"- - Los demás | - Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits: | Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, excepto los de la partida 30.06; materiales de referencia certificados"
3789,3822.90.00.00,- Los demás,0.00,0.00,0.00,0.15,10,1,3822,"- Los demás | Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, excepto los de la partida 30.06; materiales de referencia certificados"
3790,3823,ÁCIDOS GRASOS MONOCARBOXÍLICOS INDUSTRIALES; ACEITES ÁCIDOS DEL REFINADO; ALCOHOLES GRASOS INDUSTRIALES,0.00,0.00,0.00,0.00,1,0,,Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3791,3823.1,- Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado:,0.00,0.00,0.00,0.00,3,1,3823,- Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado: | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3792,3823.11.00.00,- - Ácido esteárico,0.00,0.00,0.00,0.15,10,3,3823.1,- - Ácido esteárico | - Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado: | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3793,3823.12.00.00,- - Ácido oleico,0.00,0.00,0.00,0.15,10,3,3823.1,- - Ácido oleico | - Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado: | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3794,3823.13.00.00,"- - Ácidos grasos del ""tall oíl""",0.00,0.00,0.00,0.15,10,3,3823.1,"- - Ácidos grasos del ""tall oíl"" | - Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado: | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales"
3795,3823.19.00.00,- - Los demás,0.00,0.00,0.00,0.15,10,3,3823.1,- - Los demás | - Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado: | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3796,3823.70.00.00,- Alcoholes grasos industriales,0.00,0.00,0.00,0.15,10,1,3823,- Alcoholes grasos industriales | Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales
3797,3824,"PREPARACIONES AGLUTINANTES PARA MOLDES O NÚCLEOS DE FUNDICIÓN; PRODUCTOS QUÍMICOS Y PREPARACIONES DE LA INDUSTRIA QUÍMICA O DE LAS INDUSTRIAS CONEXAS (INCLUIDAS LAS MEZCLAS DE PRODUCTOS NATURALES), NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE",0.00,0.00,0.00,0.00,1,0,,"Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3798,3824.10.10.00,- - A base de productos resinosos naturales,0.00,0.00,0.00,0.15,10,1,3824,"- - A base de productos resinosos naturales | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3799,3824.10.90.00,- - Otras,0.00,0.00,0.00,0.15,10,1,3824,"- - Otras | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3800,3824.30.00.00,- Carburos metálicos sin aglomerar mezclados entre sí o con aglutinantes metálicos,0.00,0.00,0.00,0.15,10,1,3824,"- Carburos metálicos sin aglomerar mezclados entre sí o con aglutinantes metálicos | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3801,3824.40.00.00,"- Aditivos preparados para cementos, morteros u hormigones",0.00,0.00,0.00,0.15,10,1,3824,"- Aditivos preparados para cementos, morteros u hormigones | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3802,3824.50.00.00,"- Morteros y hormigones, no refractarios",0.00,0.00,0.00,0.15,10,1,3824,"- Morteros y hormigones, no refractarios | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3803,3824.60.00.00,"- Sorbitol, excepto el de la subpartida 2905.44",0.00,0.00,0.00,0.15,10,1,3824,"- Sorbitol, excepto el de la subpartida 2905.44 | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3804,3824.8,- Productos mencionados en la Nota 3 de subpartida de este Capítulo:,0.00,0.00,0.00,0.00,3,1,3824,"- Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3805,3824.81.00.00,- - Que contengan oxirano (óxido de etileno),0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan oxirano (óxido de etileno) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3806,3824.82.00.00,"- - Que contengan bifenilos polibromados (PBB), bifenilos policlorados (PCB) o terfenilos policlorados (PCT)",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan bifenilos polibromados (PBB), bifenilos policlorados (PCB) o terfenilos policlorados (PCT) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3807,3824.83.00.00,"- - Que contengan fosfato de tris(2,3- dibromopropilo)",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan fosfato de tris(2,3- dibromopropilo) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3808,3824.84.00.00,"- - Que contengan aldrina (ISO), canfecloro (ISO) (toxafeno), clordano (ISO), clordecona (ISO), DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro- 2,2-bis(p-clorofenil)etano), dieldrina (ISO, DCI), endosulfán (ISO), endrina (ISO), heptacloro (ISO) o mirex (ISO)",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan aldrina (ISO), canfecloro (ISO) (toxafeno), clordano (ISO), clordecona (ISO), DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro- 2,2-bis(p-clorofenil)etano), dieldrina (ISO, DCI), endosulfán (ISO), endrina (ISO), heptacloro (ISO) o mirex (ISO) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3809,3824.85.00.00,"- - Que contengan 1,2,3,4,5,6- hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan 1,2,3,4,5,6- hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3810,3824.86.00.00,- - Que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO),0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO) | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3811,3824.87.00.00,"- - Que contengan ácido perfluorooctano sulfónico o sus sales, perfluorooctano sulfonamidas o fluoruro de perfluorooctano sulfonilo",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan ácido perfluorooctano sulfónico o sus sales, perfluorooctano sulfonamidas o fluoruro de perfluorooctano sulfonilo | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3812,3824.88.00.00,"- - Que contengan éteres tetra-, penta-, hexa-, hepta- u octabromodifenílicos",0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan éteres tetra-, penta-, hexa-, hepta- u octabromodifenílicos | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3813,3824.89.00.00,- - Que contengan parafinas cloradas de cadena corta,0.10,0.00,0.00,0.15,10,3,3824.8,"- - Que contengan parafinas cloradas de cadena corta | - Productos mencionados en la Nota 3 de subpartida de este Capítulo: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3814,3824.9,- Los demás:,0.00,0.00,0.00,0.00,3,1,3824,"- Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3815,3824.91.00.00,"- - Mezclas y preparaciones constituidas esencialmente de metilfosfonato de (5-etil-2- metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metilo y metilfosfonato de bis((5-etil-2-metil-2- óxido-1,3,2-dioxafosfinan-5-il)metilo)",0.10,0.00,0.00,0.15,10,3,3824.9,"- - Mezclas y preparaciones constituidas esencialmente de metilfosfonato de (5-etil-2- metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metilo y metilfosfonato de bis((5-etil-2-metil-2- óxido-1,3,2-dioxafosfinan-5-il)metilo) | - Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3816,3824.92.00.00,- - Ésteres de poliglicol del ácido metilfosfónico,0.10,0.00,0.00,0.15,10,3,3824.9,"- - Ésteres de poliglicol del ácido metilfosfónico | - Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3817,3824.99,- - Los demás:,0.00,0.00,0.00,0.00,4,3,3824.9,"- - Los demás: | - Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3818,3824.99.10.00,"- - - Preparaciones para caucho o plástico, no expresadas ni comprendidas en otra parte",0.00,0.00,0.00,0.15,10,4,3824.99,"- - - Preparaciones para caucho o plástico, no expresadas ni comprendidas en otra parte | - - Los demás: | - Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
3819,3824.99.20.00,"- - - Gelificantes, endurecedores, agentes antipiel y demás preparaciones, para pinturas y barnices, no expresados ni comprendidos en otra parte",0.00,0.00,0.00,0.15,10,4,3824.99,"- - - Gelificantes, endurecedores, agentes antipiel y demás preparaciones, para pinturas y barnices, no expresados ni comprendidos en otra parte | - - Los demás: | - Los demás: | Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte"
